CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
800,Germany,Male,30 - 39,3,124548,2,yes,yes,120380,no
600,France,Male,40 - 49,8,201696,1,yes,no,133020,yes
600,Spain,Female,30 - 39,7,0,2,yes,no,13589,no
600,Germany,Male,40 - 49,7,114203,1,yes,yes,77830,yes
600,Spain,Female,30 - 39,4,0,2,yes,yes,136610,no
600,Germany,Male,50 - 59,8,125437,1,yes,yes,17160,yes
700,France,Female,18 - 29,7,0,2,yes,no,176843,no
600,France,Female,40 - 49,8,64897,1,yes,no,114996,no
400,France,Male,30 - 39,8,0,2,no,yes,196990,no
500,Germany,Female,40 - 49,9,135555,1,yes,no,133146,yes
600,France,Male,40 - 49,3,107764,1,yes,no,185667,no
400,France,Female,18 - 29,6,117307,2,yes,yes,24020,no
400,France,Male,40 - 49,8,73700,3,yes,yes,185750,yes
700,Spain,Female,40 - 49,6,60603,1,yes,yes,178045,no
700,Spain,Female,30 - 39,4,40169,2,yes,yes,199857,no
600,Germany,Female,30 - 39,10,92041,1,yes,yes,43595,no
600,Germany,Male,18 - 29,3,130483,1,yes,no,122810,no
800,France,Female,40 - 49,5,0,3,yes,no,3440,yes
600,Spain,Female,40 - 49,3,0,2,yes,no,35989,no
500,France,Female,18 - 29,10,151097,1,no,yes,17163,no
500,Spain,Female,40 - 49,8,67563,1,yes,no,44506,yes
700,France,Female,30 - 39,8,112808,1,no,yes,17848,no
700,France,Female,40 - 49,7,0,2,no,yes,76209,no
700,France,Male,60 - 69,4,86459,1,yes,yes,141476,no
600,France,Female,40 - 49,0,118633,1,no,yes,60032,yes
600,France,Female,50 - 59,2,159441,1,yes,no,100686,yes
600,France,Female,18 - 29,9,0,2,yes,no,96429,no
700,Germany,Female,30 - 39,4,125212,2,yes,yes,15795,yes
700,Spain,Male,40 - 49,8,88656,2,yes,no,116547,no
800,France,Female,30 - 39,2,146033,1,yes,no,191260,no
500,France,Male,18 - 29,9,120268,1,yes,yes,173870,no
700,Spain,Male,40 - 49,7,0,2,yes,no,117273,no
600,Spain,Female,30 - 39,0,0,1,yes,no,92277,yes
400,Germany,Female,40 - 49,4,135070,2,yes,yes,44244,yes
600,France,Female,30 - 39,3,0,2,no,no,78133,yes
500,Spain,Female,18 - 29,5,0,2,yes,no,103402,no
600,France,Female,18 - 29,9,122550,2,no,yes,137835,no
600,Spain,Female,40 - 49,2,0,2,yes,no,20670,no
700,France,Male,18 - 29,8,130306,1,yes,no,77469,no
700,France,Female,18 - 29,6,0,1,yes,yes,57572,no
600,Spain,Female,40 - 49,4,90350,1,yes,no,75884,yes
300,France,Female,40 - 49,6,128747,1,yes,no,146955,yes
500,Spain,Male,18 - 29,2,126873,1,no,yes,67040,no
700,France,Male,60 - 69,2,108424,1,yes,yes,178418,no
700,France,Male,30 - 39,9,0,2,no,no,30807,no
400,France,Female,40 - 49,5,84350,1,yes,no,143835,no
500,France,Female,70 - 79,7,0,2,no,no,130883,yes
600,Germany,Female,30 - 39,4,84958,2,no,yes,194343,no
600,Germany,Female,18 - 29,4,99097,1,yes,yes,9796,no
500,Germany,Male,30 - 39,10,136622,2,no,no,47310,no
400,Germany,Female,30 - 39,5,156771,1,yes,yes,141148,no
700,Germany,Male,18 - 29,7,167658,2,yes,yes,111138,no
500,Spain,Female,30 - 39,8,0,2,yes,no,114182,no
600,Germany,Female,18 - 29,2,109483,2,no,yes,127560,no
500,Germany,Female,40 - 49,9,134504,1,yes,no,18082,no
500,France,Female,40 - 49,2,114427,1,yes,yes,136330,no
700,Spain,Male,40 - 49,5,83888,1,no,yes,34121,no
500,Germany,Male,30 - 39,5,110029,1,yes,no,56246,no
600,Spain,Male,40 - 49,9,127523,1,no,yes,191417,no
600,Germany,Male,30 - 39,1,139762,2,yes,yes,23317,no
600,Spain,Female,40 - 49,8,91611,1,no,no,144675,yes
700,France,Female,40 - 49,2,109471,1,no,yes,175161,no
500,France,Female,30 - 39,4,150500,1,yes,no,14928,no
700,Germany,Female,50 - 59,9,101609,1,no,no,161479,yes
500,France,Male,50 - 59,5,0,1,yes,yes,133501,no
600,France,Female,18 - 29,8,78892,1,yes,yes,23703,no
800,France,Female,18 - 29,3,82344,1,no,yes,115985,no
600,France,Male,40 - 49,2,0,1,yes,no,43229,no
500,Spain,Female,40 - 49,4,0,1,yes,yes,94862,no
700,France,Male,60 - 69,1,127706,2,no,yes,142377,no
500,France,Female,40 - 49,9,124349,1,yes,no,135635,no
500,Spain,Male,40 - 49,8,0,2,yes,no,148487,no
500,Germany,Male,18 - 29,1,119336,2,no,yes,58976,no
600,France,Female,30 - 39,9,0,1,no,yes,76254,no
500,Germany,Male,50 - 59,9,104217,1,no,no,55857,yes
700,France,Female,60 - 69,7,0,1,yes,yes,77867,no
500,Germany,Male,30 - 39,10,144757,1,yes,no,22878,yes
600,Spain,Male,40 - 49,6,0,1,yes,yes,114469,no
600,France,Male,40 - 49,8,0,1,yes,no,96754,no
500,France,Female,40 - 49,6,0,3,no,no,125154,yes
500,France,Female,30 - 39,10,0,2,no,yes,113597,no
700,France,Female,18 - 29,7,100169,1,yes,no,121408,no
600,France,Male,30 - 39,2,145731,1,no,yes,109219,no
600,Spain,Male,50 - 59,5,110802,1,yes,yes,50230,yes
500,Germany,Female,40 - 49,4,120392,1,yes,no,177719,yes
500,Germany,Female,18 - 29,6,135067,2,no,no,131211,no
600,Spain,Male,30 - 39,3,136556,1,yes,no,82152,yes
500,France,Female,30 - 39,10,0,2,yes,yes,216,no
600,France,Female,30 - 39,3,99587,1,yes,yes,1713,yes
600,France,Female,50 - 59,7,0,1,yes,yes,136910,no
500,Spain,Female,30 - 39,7,70731,1,yes,yes,20243,yes
600,Germany,Male,30 - 39,2,109342,2,no,yes,86043,no
600,Spain,Male,18 - 29,8,0,2,yes,no,126561,no
800,France,Male,60 - 69,4,0,2,no,yes,64350,no
400,France,Male,18 - 29,2,78247,2,yes,yes,10472,no
800,France,Female,50 - 59,10,117561,1,yes,no,95941,yes
500,France,Male,18 - 29,10,88980,1,yes,yes,125222,no
600,Spain,Male,30 - 39,4,0,2,yes,no,170950,no
600,Germany,Female,40 - 49,1,103560,1,yes,no,236,yes
500,France,Male,30 - 39,5,113308,1,no,yes,31517,no
600,Spain,Female,40 - 49,6,0,2,yes,yes,181610,no
800,France,Female,30 - 39,3,63763,1,yes,no,156593,no
600,France,Female,18 - 29,7,169988,1,yes,no,4272,no
600,Germany,Female,30 - 39,0,180303,2,yes,no,163587,no
600,France,Male,50 - 59,3,0,1,yes,no,175843,yes
800,Germany,Female,40 - 49,1,120656,4,no,no,166164,yes
500,Germany,Female,30 - 39,1,61592,2,yes,yes,61796,no
800,France,Male,40 - 49,4,164701,1,yes,yes,21439,no
700,Spain,Female,18 - 29,1,80780,1,yes,yes,19225,no
500,France,Male,30 - 39,8,0,2,no,no,132547,no
700,Germany,Female,30 - 39,6,154221,2,no,yes,62688,no
600,France,Male,18 - 29,8,0,1,yes,no,21760,no
700,France,Female,18 - 29,5,101641,2,no,yes,154460,no
700,France,Male,30 - 39,2,0,1,no,yes,8065,no
600,France,Female,40 - 49,5,92786,1,yes,no,173365,yes
500,Germany,Male,30 - 39,8,131081,2,yes,yes,69428,no
600,France,Male,30 - 39,5,98014,1,yes,yes,12757,no
500,Spain,Male,30 - 39,8,0,2,yes,no,180426,no
500,France,Male,18 - 29,8,97460,1,yes,yes,43093,no
800,France,Male,30 - 39,1,104077,2,no,yes,68594,no
800,Spain,Female,18 - 29,1,0,2,yes,yes,197996,no
400,France,Female,40 - 49,10,0,2,no,no,122953,yes
600,France,Female,30 - 39,4,0,1,yes,yes,76821,no
700,Spain,Female,50 - 59,4,93656,1,no,yes,141400,yes
500,Spain,Male,30 - 39,6,121345,4,yes,no,41921,yes
600,France,Female,30 - 39,8,141675,1,no,yes,175664,no
700,Spain,Female,30 - 39,8,0,2,yes,no,117916,no
500,Germany,Female,40 - 49,7,102365,1,yes,no,194690,yes
700,Spain,Male,50 - 59,9,0,1,no,no,166677,yes
600,Spain,Female,30 - 39,3,0,1,yes,no,160131,no
400,France,Male,50 - 59,6,0,2,no,yes,123622,no
600,Germany,Male,50 - 59,7,101868,1,no,yes,113483,no
500,Spain,Male,30 - 39,8,0,2,no,no,79618,no
600,France,Male,30 - 39,9,112392,2,yes,no,24472,no
500,Germany,Female,18 - 29,7,106570,2,no,yes,177025,no
400,France,Female,18 - 29,8,0,1,yes,yes,103349,no
600,France,Male,50 - 59,1,81947,1,no,yes,63606,yes
600,France,Female,30 - 39,7,144162,2,yes,yes,14490,no
700,Germany,Male,30 - 39,5,86350,2,no,no,105080,no
700,France,Male,40 - 49,5,158623,1,no,no,83499,yes
700,France,Male,30 - 39,8,0,2,yes,no,143598,no
600,Germany,Male,40 - 49,4,132403,1,no,no,36091,yes
700,France,Male,18 - 29,10,0,2,no,no,13007,no
500,Germany,Female,40 - 49,3,134985,1,yes,no,6101,no
500,France,Male,30 - 39,6,0,2,yes,yes,48314,no
500,France,Male,30 - 39,6,103772,1,yes,no,197111,no
500,France,Male,30 - 39,2,133040,1,yes,yes,110299,no
500,Spain,Female,30 - 39,0,0,2,no,no,30114,no
600,France,Male,30 - 39,10,0,2,yes,yes,98894,no
400,France,Male,40 - 49,2,0,2,yes,no,49826,no
500,Spain,Male,30 - 39,8,71460,2,yes,yes,10074,no
800,Spain,Male,30 - 39,6,133214,1,no,yes,20769,no
600,France,Female,30 - 39,7,96558,1,no,no,163427,no
700,France,Male,50 - 59,6,93806,2,no,yes,140068,no
700,Spain,Female,30 - 39,8,0,2,no,no,83206,no
500,France,Female,60 - 69,3,124043,1,yes,yes,111402,yes
700,Germany,Male,50 - 59,5,131694,1,no,yes,92873,yes
500,Spain,Female,18 - 29,6,0,2,no,yes,94780,no
700,France,Female,30 - 39,1,106266,1,yes,yes,16607,no
500,Spain,Male,40 - 49,8,0,2,yes,yes,161954,no
700,France,Male,50 - 59,6,0,2,no,yes,194733,no
500,Spain,Female,40 - 49,4,139840,1,yes,yes,163524,no
700,France,Male,30 - 39,8,0,2,no,no,48260,no
600,Germany,Male,30 - 39,8,124098,1,yes,no,86678,no
400,France,Male,30 - 39,5,145807,1,yes,yes,3064,no
500,Spain,Male,18 - 29,8,0,2,yes,no,112124,no
600,France,Female,18 - 29,2,107508,2,yes,yes,120801,no
600,France,Female,18 - 29,6,0,2,no,yes,52193,no
600,Germany,Female,30 - 39,1,145980,1,no,yes,56636,no
800,France,Female,30 - 39,3,212778,1,no,yes,69372,no
500,Germany,Female,40 - 49,4,152522,1,no,yes,164038,yes
700,Spain,Female,30 - 39,9,168964,1,no,yes,118982,no
800,France,Female,30 - 39,8,0,2,yes,no,27472,no
800,France,Female,18 - 29,8,0,1,yes,yes,36754,no
600,Spain,Female,30 - 39,4,98266,1,yes,yes,46416,no
500,France,Male,30 - 39,8,113000,1,yes,yes,152872,no
500,Germany,Male,18 - 29,1,137060,2,yes,yes,165227,no
600,Germany,Male,30 - 39,5,112146,1,yes,no,75927,no
500,France,Female,30 - 39,4,129307,1,yes,yes,172930,no
600,Spain,Male,60 - 69,6,163975,1,yes,yes,36108,no
500,Spain,Male,40 - 49,7,0,2,yes,yes,36202,no
600,Germany,Female,40 - 49,6,158414,1,yes,yes,131886,no
700,Germany,Female,40 - 49,1,92072,1,yes,yes,133992,no
600,Spain,Female,30 - 39,2,88243,2,yes,yes,96658,no
600,Spain,Male,18 - 29,8,0,2,yes,yes,135112,no
600,France,Male,40 - 49,4,59486,1,yes,no,163944,yes
600,Spain,Female,50 - 59,2,0,2,yes,yes,53843,no
700,Spain,Female,50 - 59,7,0,2,no,yes,122398,no
700,France,Male,30 - 39,1,0,1,yes,yes,64804,no
500,France,Female,30 - 39,8,119278,2,no,yes,19370,no
600,France,Male,30 - 39,4,158741,2,yes,yes,126192,no
600,France,Female,40 - 49,7,140596,1,no,yes,135459,yes
800,Spain,Female,18 - 29,10,0,2,yes,yes,94815,no
500,Germany,Male,30 - 39,2,90432,1,yes,yes,188366,yes
500,France,Female,30 - 39,1,104783,2,no,yes,178512,no
700,Germany,Male,40 - 49,0,77992,2,yes,yes,97906,no
700,Germany,Female,40 - 49,10,110822,1,no,no,72861,no
600,Germany,Male,40 - 49,4,119624,2,yes,yes,195978,no
600,Germany,Male,30 - 39,6,109052,2,yes,yes,19448,yes
500,Spain,Female,40 - 49,5,139129,1,no,yes,32635,no
700,Germany,Female,40 - 49,8,152324,2,yes,no,171733,no
500,France,Male,30 - 39,1,0,2,yes,no,46176,no
500,Germany,Female,30 - 39,9,127480,2,yes,no,179634,no
700,France,Male,50 - 59,6,115029,1,no,no,191521,yes
600,France,Male,40 - 49,8,114005,1,yes,yes,67998,no
600,Germany,Female,40 - 49,1,116646,1,yes,no,44731,yes
700,Spain,Female,40 - 49,1,110864,2,yes,yes,124532,yes
500,France,Male,18 - 29,5,156267,1,yes,no,160968,no
700,France,Female,40 - 49,3,109528,1,yes,no,27341,yes
600,France,Female,30 - 39,6,102482,1,yes,yes,53994,no
600,Germany,Male,18 - 29,10,115563,1,yes,yes,91633,no
500,France,Male,18 - 29,2,0,2,yes,no,189613,no
600,France,Female,40 - 49,9,95624,2,yes,yes,60706,no
600,Spain,Female,18 - 29,8,0,2,yes,yes,154767,no
700,France,Male,18 - 29,7,160376,1,no,no,196853,no
600,Germany,Male,40 - 49,8,37702,1,yes,yes,195775,no
700,France,Female,30 - 39,6,118273,1,no,yes,3086,no
400,Germany,Female,30 - 39,7,131082,2,yes,yes,70618,no
600,France,Male,30 - 39,1,94456,2,no,yes,55034,no
700,France,Female,40 - 49,8,0,2,no,no,168035,yes
600,Spain,Female,40 - 49,3,0,2,yes,yes,128449,no
500,France,Male,30 - 39,6,93791,1,yes,yes,199249,no
700,France,Female,30 - 39,4,0,2,yes,no,149474,no
500,France,Female,30 - 39,7,0,2,yes,yes,126726,no
700,France,Male,60 - 69,7,155973,1,no,yes,147554,no
600,Germany,Male,30 - 39,7,89409,1,yes,yes,149399,no
600,Spain,Female,30 - 39,5,97854,2,yes,no,93536,no
600,France,Male,30 - 39,6,0,2,yes,yes,58883,no
500,Spain,Male,18 - 29,3,60280,1,yes,no,154271,no
500,Spain,Male,30 - 39,7,135216,1,yes,yes,122022,no
700,Germany,Female,18 - 29,6,124923,2,yes,yes,50299,no
600,France,Male,30 - 39,4,0,2,yes,no,187800,no
700,Germany,Male,18 - 29,7,188614,1,yes,no,171344,no
700,France,Male,30 - 39,5,62321,1,yes,yes,40920,no
600,Germany,Female,40 - 49,8,120782,1,yes,no,63940,yes
600,France,Female,40 - 49,1,115961,2,no,yes,29483,no
500,France,Male,18 - 29,2,115062,1,yes,no,179056,no
800,France,Female,40 - 49,8,160602,2,yes,no,129273,no
500,France,Female,40 - 49,4,108825,3,yes,no,55558,yes
500,Germany,Female,30 - 39,8,166287,1,yes,yes,23305,no
700,France,Female,30 - 39,1,152663,1,no,yes,17128,no
600,Germany,Female,30 - 39,9,80844,2,yes,yes,74641,no
500,Germany,Female,40 - 49,2,97001,2,yes,no,154486,no
700,France,Male,60 - 69,4,0,2,yes,yes,3185,no
500,France,Female,30 - 39,2,122524,2,yes,no,88463,no
600,France,Female,30 - 39,8,132292,1,yes,no,65682,no
500,France,Female,18 - 29,0,0,2,yes,yes,140586,no
700,Germany,Female,40 - 49,9,91502,1,yes,no,117232,yes
600,France,Male,50 - 59,3,0,1,yes,no,116137,yes
700,Germany,Male,18 - 29,3,59385,2,yes,yes,105533,no
600,France,Male,70 - 79,9,0,3,yes,yes,81514,no
600,Germany,Female,18 - 29,6,97956,1,yes,yes,164966,no
500,France,Female,40 - 49,4,0,2,yes,yes,23631,no
500,Spain,Female,40 - 49,4,0,2,no,yes,105433,no
600,France,Male,18 - 29,8,141223,2,yes,no,90591,no
600,France,Male,18 - 29,10,151762,1,no,yes,127014,no
700,Germany,Male,40 - 49,1,141749,2,no,yes,90905,no
600,Spain,Male,30 - 39,5,75075,1,yes,yes,8651,yes
600,France,Female,18 - 29,4,165686,2,yes,no,15467,no
500,France,Male,30 - 39,2,0,1,yes,no,79915,no
500,Spain,Female,18 - 29,10,0,2,yes,no,69361,no
600,France,Male,40 - 49,3,0,2,yes,no,86935,no
600,France,Female,18 - 29,0,0,2,yes,yes,7597,yes
600,France,Male,30 - 39,5,92961,1,yes,no,116957,no
600,Spain,Female,30 - 39,9,0,2,no,yes,157884,no
700,Germany,Male,40 - 49,5,130812,1,yes,yes,77981,yes
600,Germany,Male,50 - 59,8,107174,1,yes,yes,126369,yes
300,Spain,Male,50 - 59,1,152677,1,yes,yes,191973,yes
600,France,Male,30 - 39,3,132005,1,yes,no,142940,no
500,France,Male,30 - 39,7,0,1,no,no,48869,no
700,Spain,Female,18 - 29,5,0,2,yes,yes,73131,no
500,France,Female,30 - 39,7,127305,1,yes,yes,120037,no
500,France,Female,30 - 39,6,0,2,yes,no,193995,no
500,Spain,Female,30 - 39,0,0,2,no,no,179453,no
600,France,Male,30 - 39,9,0,1,yes,no,80963,no
500,Germany,Male,30 - 39,8,170291,2,no,yes,15658,no
500,Spain,Male,40 - 49,5,102562,1,yes,no,92708,no
700,Spain,Male,50 - 59,2,111061,2,no,no,26542,no
600,Spain,Male,60 - 69,3,0,1,yes,yes,65010,no
600,France,Female,30 - 39,4,124379,1,yes,no,106892,no
600,France,Female,30 - 39,7,0,1,yes,yes,185210,no
500,Germany,Female,40 - 49,3,57745,1,yes,no,4035,no
500,Germany,Female,50 - 59,5,129293,1,yes,no,177805,yes
700,France,Female,40 - 49,7,0,2,yes,yes,68831,no
600,Germany,Female,40 - 49,8,150777,1,yes,no,114732,no
700,Spain,Male,40 - 49,4,0,2,yes,no,22299,no
600,France,Male,30 - 39,6,0,2,no,no,197283,no
600,Spain,Male,30 - 39,9,108632,1,yes,yes,179485,yes
600,France,Male,50 - 59,5,153861,1,yes,yes,17699,no
500,France,Male,50 - 59,1,100374,1,yes,no,118490,yes
400,France,Male,30 - 39,8,0,2,no,no,133292,no
600,France,Female,40 - 49,9,61196,1,yes,no,58170,no
500,Germany,Male,30 - 39,6,116891,1,yes,no,107137,no
700,Germany,Female,50 - 59,6,133656,3,yes,no,145071,yes
700,France,Male,40 - 49,2,92911,1,no,yes,85495,no
600,Spain,Female,30 - 39,9,119825,2,yes,yes,101139,no
600,France,Female,30 - 39,7,111852,2,yes,no,10511,no
600,Germany,Male,30 - 39,0,106683,2,yes,yes,137916,no
600,Germany,Male,40 - 49,7,139022,1,no,yes,193383,no
700,Germany,Female,40 - 49,4,148571,1,yes,no,189826,yes
700,France,Male,50 - 59,4,0,1,no,yes,144113,no
700,France,Male,40 - 49,1,129776,2,no,yes,143538,no
600,France,Female,40 - 49,5,0,1,yes,no,77677,yes
600,Spain,Female,40 - 49,8,0,2,yes,yes,183717,no
500,France,Male,18 - 29,10,0,1,no,no,92180,no
500,France,Female,30 - 39,7,0,2,yes,yes,28690,no
500,Spain,Male,18 - 29,3,114739,1,yes,no,85891,yes
500,Germany,Male,40 - 49,2,122545,2,yes,yes,42050,no
500,France,Female,30 - 39,6,0,2,yes,no,110142,no
600,Germany,Female,18 - 29,1,131908,1,yes,yes,179269,no
600,Germany,Female,40 - 49,7,105722,1,yes,yes,90558,yes
700,Spain,Male,30 - 39,10,0,2,yes,no,162022,no
800,Spain,Female,40 - 49,8,0,3,yes,no,66926,yes
700,Spain,Female,40 - 49,8,0,2,yes,no,108891,no
500,France,Female,18 - 29,4,82767,1,yes,no,71811,no
700,France,Female,40 - 49,1,87842,1,no,no,92223,no
700,Spain,Male,30 - 39,6,133261,1,yes,yes,78065,no
600,Spain,Female,30 - 39,3,0,2,yes,yes,59679,no
600,France,Male,40 - 49,0,97925,1,yes,no,85000,no
700,France,Male,50 - 59,5,0,1,yes,yes,159808,no
600,France,Female,18 - 29,7,140453,1,yes,no,129001,no
600,Germany,Female,18 - 29,0,117356,1,no,no,113557,yes
600,Spain,Male,30 - 39,5,0,2,yes,yes,147758,no
800,Spain,Male,30 - 39,4,137204,1,yes,yes,28865,no
600,France,Female,40 - 49,1,0,2,no,yes,160607,no
500,Spain,Male,30 - 39,8,0,1,yes,no,100015,yes
600,Spain,Male,30 - 39,3,54098,2,no,yes,54478,no
500,Spain,Male,30 - 39,8,0,1,yes,yes,141677,no
600,France,Male,18 - 29,7,113758,2,no,no,84077,no
500,Spain,Female,30 - 39,8,0,1,no,yes,106981,no
500,France,Male,30 - 39,9,118636,1,yes,yes,73551,no
500,France,Male,30 - 39,7,0,2,no,no,115842,no
800,Germany,Male,40 - 49,8,95488,2,no,no,107013,no
600,France,Male,30 - 39,8,110829,2,no,no,24938,no
400,Germany,Male,50 - 59,7,144244,2,yes,no,51113,no
600,Germany,Female,30 - 39,8,122021,2,yes,no,33828,no
600,France,Female,30 - 39,8,0,2,yes,no,128875,no
700,France,Male,50 - 59,9,0,4,yes,yes,194700,yes
600,Spain,Male,18 - 29,5,0,2,yes,no,158974,no
700,Germany,Male,40 - 49,1,85839,1,yes,no,198182,no
600,France,Female,18 - 29,4,96974,1,no,yes,141404,no
400,France,Male,30 - 39,4,148172,1,yes,yes,4175,no
700,Spain,Male,30 - 39,0,0,1,yes,no,126876,no
700,France,Female,40 - 49,5,0,2,yes,no,41052,no
600,France,Female,40 - 49,2,0,1,no,no,105760,no
800,Spain,Male,30 - 39,2,0,2,no,yes,27937,no
800,Spain,Male,18 - 29,8,134766,1,yes,no,79355,no
800,Germany,Male,30 - 39,5,123210,2,yes,yes,102180,no
700,Spain,Male,40 - 49,1,139887,1,yes,yes,95719,no
600,France,Male,40 - 49,9,149961,1,yes,no,57121,no
700,Germany,Male,40 - 49,6,152880,1,no,no,162478,no
600,Germany,Male,40 - 49,9,108589,2,no,yes,194808,no
800,Spain,Male,30 - 39,9,0,1,yes,yes,124045,no
700,Spain,Female,30 - 39,3,56674,1,yes,no,17987,yes
600,Spain,Male,30 - 39,8,0,1,yes,no,133653,no
700,Spain,Female,50 - 59,1,0,2,yes,yes,25101,no
800,Germany,Female,30 - 39,3,105663,2,no,yes,33330,no
500,France,Female,30 - 39,7,0,2,yes,no,2401,no
500,Spain,Female,30 - 39,5,100683,1,yes,yes,178361,no
600,France,Male,40 - 49,6,0,2,yes,no,162697,no
600,Germany,Male,18 - 29,5,139541,2,yes,no,80607,no
600,Germany,Female,30 - 39,2,121801,2,no,yes,23146,no
700,Germany,Male,30 - 39,5,112281,1,no,yes,89893,no
600,Spain,Female,30 - 39,4,0,2,yes,yes,3173,no
700,Spain,Female,40 - 49,5,93499,2,no,no,123218,no
600,France,Male,30 - 39,0,132255,2,no,yes,74588,no
800,France,Male,18 - 29,7,0,2,yes,no,31288,no
600,Spain,Female,40 - 49,4,0,2,yes,no,58561,no
700,France,Male,40 - 49,5,121973,1,yes,no,148804,no
600,Germany,Male,30 - 39,7,99462,2,yes,yes,51117,no
600,Germany,Female,18 - 29,3,165878,2,yes,yes,164537,no
600,France,Male,30 - 39,8,117494,1,no,no,61977,no
600,Germany,Female,18 - 29,0,138577,1,yes,no,193362,no
700,Spain,Male,30 - 39,9,0,1,yes,yes,47722,no
700,Spain,Male,40 - 49,8,107525,1,yes,no,18510,no
700,France,Male,18 - 29,7,139224,2,yes,no,65057,no
600,France,Female,40 - 49,7,121453,1,no,no,46374,no
700,France,Female,18 - 29,4,0,2,no,yes,42039,no
500,Germany,Female,50 - 59,1,77354,1,no,no,138192,yes
400,France,Male,40 - 49,6,0,1,yes,yes,22735,no
800,France,Female,30 - 39,7,79259,1,no,yes,186910,no
500,France,Male,30 - 39,2,116295,1,yes,no,75285,no
500,Spain,Female,50 - 59,1,0,1,no,yes,130260,yes
500,Germany,Male,30 - 39,9,74309,1,yes,no,15034,no
600,Germany,Male,30 - 39,2,152797,1,yes,no,175709,yes
500,France,Male,40 - 49,9,133701,2,yes,no,101069,yes
600,Germany,Female,30 - 39,7,114430,2,yes,yes,153012,no
500,France,Male,18 - 29,7,127504,1,no,no,86173,no
700,Germany,Female,40 - 49,2,84113,1,yes,no,197548,no
500,Spain,Female,18 - 29,10,101126,2,no,no,37042,no
700,Germany,Male,30 - 39,5,103564,2,yes,no,121085,no
500,Spain,Female,50 - 59,7,0,1,no,yes,194113,yes
600,France,Male,30 - 39,2,168178,2,no,yes,101273,no
500,Germany,Female,30 - 39,1,143903,1,yes,yes,118711,yes
600,Germany,Female,30 - 39,5,129753,1,yes,no,582,no
500,France,Male,30 - 39,9,0,2,yes,no,192381,no
500,France,Male,30 - 39,5,110641,1,no,yes,136507,yes
600,France,Female,30 - 39,4,166909,2,yes,no,138871,yes
700,France,Female,30 - 39,1,154139,1,yes,yes,60728,no
700,France,Male,30 - 39,7,97459,1,no,no,189175,no
600,France,Male,40 - 49,1,0,2,yes,yes,102547,no
700,Germany,Male,40 - 49,6,112088,2,yes,yes,36706,no
600,France,Female,30 - 39,3,0,2,yes,yes,44756,no
800,France,Female,40 - 49,7,0,2,yes,yes,132870,no
700,Spain,Male,18 - 29,1,141038,2,no,no,16287,no
600,Germany,Male,30 - 39,2,84468,2,yes,yes,121945,no
700,Spain,Female,30 - 39,4,118520,1,no,no,131173,yes
600,France,Male,30 - 39,1,142663,1,no,yes,88669,no
600,Germany,Male,18 - 29,4,118627,2,yes,yes,160835,no
600,Spain,Male,30 - 39,1,137523,1,no,no,24761,no
400,France,Male,18 - 29,7,110976,2,yes,no,138526,no
500,France,Female,30 - 39,8,107283,1,no,no,157442,no
600,France,Male,30 - 39,5,0,2,no,no,105295,no
700,France,Male,30 - 39,4,124314,1,no,no,97782,no
600,France,Female,40 - 49,5,95858,1,yes,yes,68255,no
700,France,Male,30 - 39,2,0,2,yes,no,108790,no
800,France,Male,30 - 39,8,0,2,yes,no,143706,no
700,Spain,Female,30 - 39,0,0,1,no,no,148993,no
500,France,Female,30 - 39,6,117707,2,no,no,95277,yes
500,Spain,Male,30 - 39,1,135289,2,no,yes,152956,no
600,France,Male,30 - 39,8,174060,1,yes,yes,94925,no
700,Germany,Male,40 - 49,3,114446,2,yes,yes,87308,no
700,Spain,Male,30 - 39,2,0,2,yes,no,83978,yes
600,France,Male,18 - 29,1,157848,1,no,no,37543,yes
400,France,Female,40 - 49,8,0,1,no,yes,104889,no
700,Spain,Female,30 - 39,6,0,2,yes,yes,149705,no
600,Germany,Female,70 - 79,3,108071,2,yes,yes,16445,no
700,Spain,Female,30 - 39,8,14262,2,yes,no,54689,no
600,Spain,Male,40 - 49,7,102749,1,no,yes,194913,no
600,Spain,Male,30 - 39,1,161757,2,yes,yes,146371,no
800,France,Male,30 - 39,1,0,2,yes,no,156603,no
600,Germany,Female,30 - 39,5,95698,1,no,yes,182566,no
500,France,Male,30 - 39,9,124969,1,yes,no,60194,no
600,Germany,Male,40 - 49,4,93960,1,yes,no,36579,yes
700,France,Female,50 - 59,4,88308,3,no,no,5862,yes
800,Spain,Female,30 - 39,10,0,2,yes,yes,143030,no
700,France,Female,50 - 59,3,0,2,yes,yes,62700,no
